7.352103000000000065e+03 2.600000000000000000e+01 2.609999999999999876e+00 -8.397000000000000242e+00 1.119999999999999929e+01
7.353510000000000218e+03 2.600000000000000000e+01 4.730000000000000426e+00 -1.570000000000000062e+00 3.500000000000000000e+00
7.356643000000000029e+03 2.600000000000000000e+01 5.750000000000000000e+00 -2.963999999999999968e+00 9.000000000000000000e+00
7.356648000000000138e+03 2.600000000000000000e+01 5.349999999999999645e+00 -3.186999999999999833e+00 9.000000000000000000e+00
7.364033999999999651e+03 2.600000000000000000e+01 5.669999999999999929e+00 -5.508000000000000007e+00 1.699999999999999956e+00
7.382523000000000138e+03 2.600000000000000000e+01 5.610000000000000320e+00 -3.935000000000000053e+00 1.899999999999999911e+00
7.385386999999999716e+03 2.600000000000000000e+01 5.559999999999999609e+00 -3.366000000000000103e+00 3.100000000000000089e+00
7.400546999999999571e+03 2.600000000000000000e+01 5.900000000000000355e+00 -7.379999999999999893e+00 1.600000000000000089e+00
7.402234999999999673e+03 2.600000000000000000e+01 5.790000000000000036e+00 -3.503000000000000114e+00 7.729999999999999716e+01
7.403703999999999724e+03 2.600000000000000000e+01 3.640000000000000124e+00 -5.820999999999999730e+00 4.010000000000000142e+01
7.411153000000000247e+03 2.600000000000000000e+01 4.280000000000000249e+00 -2.989999999999999880e-01 7.090000000000000568e+01
7.413190999999999804e+03 2.600000000000000000e+01 5.849999999999999645e+00 -9.079000000000000625e+00 1.055000000000000000e+02
7.416012999999999920e+03 2.600000000000000000e+01 5.610000000000000320e+00 -4.655000000000000249e+00 1.399999999999999911e+00
7.420712000000000444e+03 2.600000000000000000e+01 5.030000000000000249e+00 -2.233999999999999986e+00 4.850000000000000000e+01
7.463560999999999694e+03 2.600000000000000000e+01 4.730000000000000426e+00 -5.033000000000000362e+00 2.389999999999999858e+01
7.470326000000000022e+03 2.600000000000000000e+01 5.389999999999999680e+00 -5.610999999999999766e+00 5.500000000000000000e+00
7.478172999999999774e+03 2.600000000000000000e+01 5.450000000000000178e+00 -3.376999999999999780e+00 1.440000000000000036e+01
7.478416000000000167e+03 2.600000000000000000e+01 5.089999999999999858e+00 -4.879999999999999893e+00 1.669999999999999929e+01
7.481739999999999782e+03 2.600000000000000000e+01 2.759999999999999787e+00 -4.099999999999999645e+00 9.000000000000000000e+00
